0.000000e+00	0.000000e+00	0.000000e+00	2.132773e-05
0.000000e+00	4.000000e-02	0.000000e+00	1.957318e-05
0.000000e+00	8.000000e-02	0.000000e+00	1.781862e-05
0.000000e+00	1.200000e-01	0.000000e+00	1.606406e-05
0.000000e+00	1.600000e-01	0.000000e+00	1.430950e-05
0.000000e+00	2.000000e-01	0.000000e+00	1.255494e-05
0.000000e+00	2.400000e-01	0.000000e+00	1.080039e-05
0.000000e+00	2.800000e-01	0.000000e+00	9.045828e-06
0.000000e+00	3.200000e-01	0.000000e+00	7.291269e-06
0.000000e+00	3.600000e-01	0.000000e+00	5.536711e-06
0.000000e+00	4.000000e-01	0.000000e+00	3.782153e-06
0.000000e+00	4.400000e-01	0.000000e+00	2.027595e-06
0.000000e+00	4.800000e-01	0.000000e+00	2.730368e-07
0.000000e+00	5.200000e-01	0.000000e+00	-1.481521e-06
0.000000e+00	5.600000e-01	0.000000e+00	-3.236080e-06
0.000000e+00	6.000000e-01	0.000000e+00	-4.990638e-06
0.000000e+00	6.400000e-01	0.000000e+00	-6.745196e-06
0.000000e+00	6.800000e-01	0.000000e+00	-8.499754e-06
0.000000e+00	7.200000e-01	0.000000e+00	-1.025431e-05
0.000000e+00	7.600000e-01	0.000000e+00	-1.200887e-05
0.000000e+00	8.000000e-01	0.000000e+00	-1.376343e-05
0.000000e+00	8.400000e-01	0.000000e+00	-1.551799e-05
0.000000e+00	8.800000e-01	0.000000e+00	-1.727254e-05
0.000000e+00	9.200000e-01	0.000000e+00	-1.902710e-05
0.000000e+00	9.600000e-01	0.000000e+00	-2.078166e-05
4.000000e-02	0.000000e+00	0.000000e+00	1.957318e-05
4.000000e-02	4.000000e-02	3.015472e-02	2.963517e-02
4.000000e-02	8.000000e-02	6.028201e-02	6.009048e-02
4.000000e-02	1.200000e-01	9.035447e-02	9.048996e-02
4.000000e-02	1.600000e-01	1.203448e-01	1.205127e-01
4.000000e-02	2.000000e-01	1.502256e-01	1.503349e-01
4.000000e-02	2.400000e-01	1.799698e-01	1.800562e-01
4.000000e-02	2.800000e-01	2.095503e-01	2.096216e-01
4.000000e-02	3.200000e-01	2.389402e-01	2.390007e-01
4.000000e-02	3.600000e-01	2.681128e-01	2.681626e-01
4.000000e-02	4.000000e-01	2.970416e-01	2.970808e-01
4.000000e-02	4.400000e-01	3.257002e-01	3.257289e-01
4.000000e-02	4.800000e-01	3.540625e-01	3.540811e-01
4.000000e-02	5.200000e-01	3.821029e-01	3.821114e-01
4.000000e-02	5.600000e-01	4.097957e-01	4.097944e-01
4.000000e-02	6.000000e-01	4.371158e-01	4.371049e-01
4.000000e-02	6.400000e-01	4.640383e-01	4.640182e-01
4.000000e-02	6.800000e-01	4.905388e-01	4.905098e-01
4.000000e-02	7.200000e-01	5.165931e-01	5.165555e-01
4.000000e-02	7.600000e-01	5.421776e-01	5.421318e-01
4.000000e-02	8.000000e-01	5.672689e-01	5.672153e-01
4.000000e-02	8.400000e-01	5.918444e-01	5.917833e-01
4.000000e-02	8.800000e-01	6.158815e-01	6.158134e-01
4.000000e-02	9.200000e-01	6.393585e-01	6.392841e-01
4.000000e-02	9.600000e-01	6.622540e-01	6.622008e-01
8.000000e-02	0.000000e+00	0.000000e+00	1.781862e-05
8.000000e-02	4.000000e-02	6.028201e-02	6.009048e-02
8.000000e-02	8.000000e-02	1.203448e-01	1.205115e-01
8.000000e-02	1.200000e-01	1.799698e-01	1.800536e-01
8.000000e-02	1.600000e-01	2.389402e-01	2.389969e-01
8.000000e-02	2.000000e-01	2.970416e-01	2.970758e-01
8.000000e-02	2.400000e-01	3.540625e-01	3.540750e-01
8.000000e-02	2.800000e-01	4.097957e-01	4.097873e-01
8.000000e-02	3.200000e-01	4.640383e-01	4.640102e-01
8.000000e-02	3.600000e-01	5.165931e-01	5.165466e-01
8.000000e-02	4.000000e-01	5.672689e-01	5.672057e-01
8.000000e-02	4.400000e-01	6.158815e-01	6.158032e-01
8.000000e-02	4.800000e-01	6.622540e-01	6.621902e-01
8.000000e-02	5.200000e-01	7.062176e-01	7.061930e-01
8.000000e-02	5.600000e-01	7.476127e-01	7.476230e-01
8.000000e-02	6.000000e-01	7.862884e-01	7.863292e-01
8.000000e-02	6.400000e-01	8.221043e-01	8.221645e-01
8.000000e-02	6.800000e-01	8.549300e-01	8.549784e-01
8.000000e-02	7.200000e-01	8.846461e-01	8.846837e-01
8.000000e-02	7.600000e-01	9.111445e-01	9.111727e-01
8.000000e-02	8.000000e-01	9.343289e-01	9.343488e-01
8.000000e-02	8.400000e-01	9.541150e-01	9.541279e-01
8.000000e-02	8.800000e-01	9.704307e-01	9.704381e-01
8.000000e-02	9.200000e-01	9.832167e-01	9.832200e-01
8.000000e-02	9.600000e-01	9.924266e-01	9.924273e-01
1.200000e-01	0.000000e+00	0.000000e+00	1.606406e-05
1.200000e-01	4.000000e-02	9.035447e-02	9.048996e-02
1.200000e-01	8.000000e-02	1.799698e-01	1.800536e-01
1.200000e-01	1.200000e-01	2.681128e-01	2.681576e-01
1.200000e-01	1.600000e-01	3.540625e-01	3.540738e-01
1.200000e-01	2.000000e-01	4.371158e-01	4.370956e-01
1.200000e-01	2.400000e-01	5.165931e-01	5.165444e-01
1.200000e-01	2.800000e-01	5.918444e-01	5.917708e-01
1.200000e-01	3.200000e-01	6.622540e-01	6.621872e-01
1.200000e-01	3.600000e-01	7.272459e-01	7.272362e-01
1.200000e-01	4.000000e-01	7.862884e-01	7.863260e-01
1.200000e-01	4.400000e-01	8.388986e-01	8.389496e-01
1.200000e-01	4.800000e-01	8.846461e-01	8.846807e-01
1.200000e-01	5.200000e-01	9.231566e-01	9.231776e-01
1.200000e-01	5.600000e-01	9.541150e-01	9.541256e-01
1.200000e-01	6.000000e-01	9.772681e-01	9.772715e-01
1.200000e-01	6.400000e-01	9.924266e-01	9.924261e-01
1.200000e-01	6.800000e-01	9.994663e-01	9.994659e-01
1.200000e-01	7.200000e-01	9.983297e-01	9.983272e-01
1.200000e-01	7.600000e-01	9.890262e-01	9.890221e-01
1.200000e-01	8.000000e-01	9.716317e-01	9.716262e-01
1.200000e-01	8.400000e-01	9.462887e-01	9.462812e-01
1.200000e-01	8.800000e-01	9.132044e-01	9.131952e-01
1.200000e-01	9.200000e-01	8.726495e-01	8.726387e-01
1.200000e-01	9.600000e-01	8.249557e-01	8.249435e-01
1.600000e-01	0.000000e+00	0.000000e+00	1.430950e-05
1.600000e-01	4.000000e-02	1.203448e-01	1.205127e-01
1.600000e-01	8.000000e-02	2.389402e-01	2.389969e-01
1.600000e-01	1.200000e-01	3.540625e-01	3.540738e-01
1.600000e-01	1.600000e-01	4.640383e-01	4.640079e-01
1.600000e-01	2.000000e-01	5.672689e-01	5.672025e-01
1.600000e-01	2.400000e-01	6.622540e-01	6.621863e-01
1.600000e-01	2.800000e-01	7.476127e-01	7.476187e-01
1.600000e-01	3.200000e-01	8.221043e-01	8.221601e-01
1.600000e-01	3.600000e-01	8.846461e-01	8.846795e-01
1.600000e-01	4.000000e-01	9.343289e-01	9.343451e-01
1.600000e-01	4.400000e-01	9.704307e-01	9.704353e-01
1.600000e-01	4.800000e-01	9.924266e-01	9.924257e-01
1.600000e-01	5.200000e-01	9.999968e-01	9.999970e-01
1.600000e-01	5.600000e-01	9.930315e-01	9.930282e-01
1.600000e-01	6.000000e-01	9.716317e-01	9.716274e-01
1.600000e-01	6.400000e-01	9.361087e-01	9.361026e-01
1.600000e-01	6.800000e-01	8.869786e-01	8.869711e-01
1.600000e-01	7.200000e-01	8.249557e-01	8.249471e-01
1.600000e-01	7.600000e-01	7.509415e-01	7.509322e-01
1.600000e-01	8.000000e-01	6.660119e-01	6.660021e-01
