-3.0000000000000000e+00	-1.5113342155815406e-20
-2.9939939939939939e+00	-3.0761375847382843e-04
-2.9879879879879878e+00	-6.1526769451883791e-04
-2.9819819819819822e+00	-9.2300198073314932e-04
-2.9759759759759761e+00	-1.2308567797679854e-03
-2.9699699699699700e+00	-1.5388722393522758e-03
-2.9639639639639639e+00	-1.8470884873149299e-03
-2.9579579579579578e+00	-2.1555456266040035e-03
-2.9519519519519521e+00	-2.4642837303019837e-03
-2.9459459459459461e+00	-2.7733428366364240e-03
-2.9399399399399400e+00	-3.0827629439851654e-03
-2.9339339339339339e+00	-3.3925840058753802e-03
-2.9279279279279278e+00	-3.7028459259756761e-03
-2.9219219219219221e+00	-4.0135885530805191e-03
-2.9159159159159160e+00	-4.3248516760862185e-03
-2.9099099099099099e+00	-4.6366750189577362e-03
-2.9039039039039038e+00	-4.9490982356855933e-03
-2.8978978978978978e+00	-5.2621609052321428e-03
-2.8918918918918921e+00	-5.5759025264664830e-03
-2.8858858858858860e+00	-5.8903625130873284e-03
-2.8798798798798799e+00	-6.2055801885331028e-03
-2.8738738738738738e+00	-6.5215947808785922e-03
-2.8678678678678677e+00	-6.8384454177174659e-03
-2.8618618618618621e+00	-7.1561711210300014e-03
-2.8558558558558560e+00	-7.4748108020353437e-03
-2.8498498498498499e+00	-7.7944032560276757e-03
-2.8438438438438438e+00	-8.1149871571956408e-03
-2.8378378378378377e+00	-8.4366010534244178e-03
-2.8318318318318316e+00	-8.7592833610798271e-03
-2.8258258258258260e+00	-9.0830723597738871e-03
-2.8198198198198199e+00	-9.4080061871112345e-03
-2.8138138138138138e+00	-9.7341228334158515e-03
-2.8078078078078077e+00	-1.0061460136437541e-02
-2.8018018018018016e+00	-1.0390055776037641e-02
-2.7957957957957960e+00	-1.0719947268853430e-02
-2.7897897897897899e+00	-1.1051171962940771e-02
-2.7837837837837838e+00	-1.1383767032394474e-02
-2.7777777777777777e+00	-1.1717769471945928e-02
-2.7717717717717716e+00	-1.2053216091537576e-02
-2.7657657657657659e+00	-1.2390143510873785e-02
-2.7597597597597598e+00	-1.2728588153947716e-02
-2.7537537537537538e+00	-1.3068586243543834e-02
-2.7477477477477477e+00	-1.3410173795715638e-02
-2.7417417417417416e+00	-1.3753386614238330e-02
-2.7357357357357359e+00	-1.4098260285036064e-02
-2.7297297297297298e+00	-1.4444830170583497e-02
-2.7237237237237237e+00	-1.4793131404281332e-02
-2.7177177177177176e+00	-1.5143198884805644e-02
-2.7117117117117115e+00	-1.5495067270430729e-02
-2.7057057057057059e+00	-1.5848770973325280e-02
-2.6996996996996998e+00	-1.6204344153821680e-02
-2.6936936936936937e+00	-1.6561820714658324e-02
-2.6876876876876876e+00	-1.6921234295194720e-02
-2.6816816816816815e+00	-1.7282618265599396e-02
-2.6756756756756754e+00	-1.7646005721010407e-02
-2.6696696696696698e+00	-1.8011429475668476e-02
-2.6636636636636637e+00	-1.8378922057022684e-02
-2.6576576576576576e+00	-1.8748515699808722e-02
-2.6516516516516515e+00	-1.9120242340099725e-02
-2.6456456456456454e+00	-1.9494133609329757e-02
-2.6396396396396398e+00	-1.9870220828289979e-02
-2.6336336336336337e+00	-2.0248535001097672e-02
-2.6276276276276276e+00	-2.0629106809138167e-02
-2.6216216216216215e+00	-2.1011966604979931e-02
-2.6156156156156154e+00	-2.1397144406262922e-02
-2.6096096096096097e+00	-2.1784669889560498e-02
-2.6036036036036037e+00	-2.2174572384215087e-02
-2.5975975975975976e+00	-2.2566880866147911e-02
-2.5915915915915915e+00	-2.2961623951643084e-02
-2.5855855855855854e+00	-2.3358829891106398e-02
-2.5795795795795797e+00	-2.3758526562799205e-02
-2.5735735735735736e+00	-2.4160741466547758e-02
-2.5675675675675675e+00	-2.4565501717428471e-02
-2.5615615615615615e+00	-2.4972834039429528e-02
-2.5555555555555554e+00	-2.5382764759089370e-02
-2.5495495495495497e+00	-2.5795319799112586e-02
-2.5435435435435436e+00	-2.6210524671963723e-02
-2.5375375375375375e+00	-2.6628404473439619e-02
-2.5315315315315314e+00	-2.7048983876220945e-02
-2.5255255255255253e+00	-2.7472287123403501e-02
-2.5195195195195197e+00	-2.7898338022010010e-02
-2.5135135135135136e+00	-2.8327159936483149e-02
-2.5075075075075075e+00	-2.8758775782160510e-02
-2.5015015015015014e+00	-2.9193208018732295e-02
-2.4954954954954953e+00	-2.9630478643682595e-02
-2.4894894894894897e+00	-3.0070609185715018e-02
-2.4834834834834836e+00	-3.0513620698163640e-02
-2.4774774774774775e+00	-3.0959533752390116e-02
-2.4714714714714714e+00	-3.1408368431167927e-02
-2.4654654654654653e+00	-3.1860144322054737e-02
-2.4594594594594597e+00	-3.2314880510753874e-02
-2.4534534534534536e+00	-3.2772595574465962e-02
-2.4474474474474475e+00	-3.3233307575231789e-02
-2.4414414414414414e+00	-3.3697034053267495e-02
-2.4354354354354353e+00	-3.4163792020293293e-02
-2.4294294294294296e+00	-3.4633597952856768e-02
-2.4234234234234235e+00	-3.5106467785652101e-02
-2.4174174174174174e+00	-3.5582416904836330e-02
-2.4114114114114114e+00	-3.6061460141343989e-02
-2.4054054054054053e+00	-3.6543611764201414e-02
-2.3993993993993996e+00	-3.7028885473842046e-02
-2.3933933933933935e+00	-3.7517294395424040e-02
-2.3873873873873874e+00	-3.8008851072151691e-02
-2.3813813813813813e+00	-3.8503567458601978e-02
-2.3753753753753752e+00	-3.9001454914057772e-02
-2.3693693693693696e+00	-3.9502524195849167e-02
-2.3633633633633635e+00	-4.0006785452704433e-02
-2.3573573573573574e+00	-4.0514248218112142e-02
-2.3513513513513513e+00	-4.1024921403696145e-02
-2.3453453453453452e+00	-4.1538813292604809e-02
-2.3393393393393396e+00	-4.2055931532916369e-02
-2.3333333333333335e+00	-4.2576283131061918e-02
-2.3273273273273274e+00	-4.3099874445267777e-02
-2.3213213213213213e+00	-4.3626711179019034e-02
-2.3153153153153152e+00	-4.4156798374545850e-02
-2.3093093093093096e+00	-4.4690140406334490e-02
-2.3033033033033035e+00	-4.5226740974664774e-02
-2.2972972972972974e+00	-4.5766603099175851e-02
-2.2912912912912913e+00	-4.6309729112462110e-02
-2.2852852852852852e+00	-4.6856120653701150e-02
-2.2792792792792795e+00	-4.7405778662315698e-02
-2.2732732732732730e+00	-4.7958703371671463e-02
-2.2672672672672673e+00	-4.8514894302812840e-02
-2.2612612612612613e+00	-4.9074350258238537e-02
-2.2552552552552552e+00	-4.9637069315719033e-02
-2.2492492492492495e+00	-5.0203048822157967e-02
-2.2432432432432430e+00	-5.0772285387499540e-02
-2.2372372372372373e+00	-5.1344774878684010e-02
-2.2312312312312312e+00	-5.1920512413653301e-02
-2.2252252252252251e+00	-5.2499492355409016e-02
-2.2192192192192195e+00	-5.3081708306124867e-02
-2.2132132132132130e+00	-5.3667153101315722e-02
-2.2072072072072073e+00	-5.4255818804065527e-02
-2.2012012012012012e+00	-5.4847696699316252e-02
-2.1951951951951951e+00	-5.5442777288220127e-02
-2.1891891891891890e+00	-5.6041050282557292e-02
-2.1831831831831829e+00	-5.6642504599221412e-02
-2.1771771771771773e+00	-5.7247128354775162e-02
-2.1711711711711712e+00	-5.7854908860078214e-02
-2.1651651651651651e+00	-5.8465832614989818e-02
-2.1591591591591590e+00	-5.9079885303148408e-02
-2.1531531531531529e+00	-5.9697051786830553e-02
-2.1471471471471473e+00	-6.0317316101891609e-02
-2.1411411411411412e+00	-6.0940661452790409e-02
-2.1351351351351351e+00	-6.1567070207700456e-02
-2.1291291291291290e+00	-6.2196523893709839e-02
-2.1231231231231229e+00	-6.2829003192112501e-02
-2.1171171171171173e+00	-6.3464487933793057e-02
-2.1111111111111112e+00	-6.4102957094707785e-02
-2.1051051051051051e+00	-6.4744388791463908e-02
-2.0990990990990990e+00	-6.5388760277000038e-02
-2.0930930930930929e+00	-6.6036047936369788e-02
-2.0870870870870872e+00	-6.6686227282631266e-02
-2.0810810810810811e+00	-6.7339272952844823e-02
-2.0750750750750750e+00	-6.7995158704181505e-02
-2.0690690690690690e+00	-6.8653857410144598e-02
-2.0630630630630629e+00	-6.9315341056906954e-02
